chunk_id,section_id,chunk_seq,start_char,end_char,text_chunk
SEC866372526849_C07,866372526849,7,3067,3733,"Since the learned vectors reside in a high‐dimensional space with no explicit physical meaning, they are referred to as hidden representations. Notably, training large models to learn expressive vector representations typically employs a pre‐training scheme since most protein data lack sufficient functional labels. Third, for a specified template protein to be engineered, a pre‐trained model is used to extract its hidden representation and score it. Depending on the accessibility of labels, as well as the practical requirements, when no labeled data are available, zero‐shot prediction is employed using measurements, such as entropy score and log‐odds ratio."
SEC866372526849_C08,866372526849,8,3521,3925,"Depending on the accessibility of labels, as well as the practical requirements, when no labeled data are available, zero‐shot prediction is employed using measurements, such as entropy score and log‐odds ratio. When a small amount of labeled data is accessible, a feasible approach is to fine‐tune the model or scoring function to obtain more customized scores on a particular prediction task or assay."
SEC453546485059_C01,453546485059,1,0,713,"Numerical characterization of proteins Before training deep learning models for protein understanding, the numerical representation of proteins has to be characterized first, such as the sequence and structural composition of proteins, as well as the explicitly defined molecular properties. The different ways of describing a protein reflect the preferred inductive bias and determine the choices of deep learning techniques in the later stage (Figure 1C). For instance, protein sequences are typically processed with language models to extract contextual representations along one‐dimensional chains, allowing long‐range relationships between different atoms or amino acids along the same chain to be captured."
SEC453546485059_C02,453546485059,2,458,981,"For instance, protein sequences are typically processed with language models to extract contextual representations along one‐dimensional chains, allowing long‐range relationships between different atoms or amino acids along the same chain to be captured. Alternatively, grid‐like representations are handled by convolutional networks, where atoms or amino acids within smaller receptive fields are more influential to the central instance. This section provides a summary of the common choices for characterizing proteins."
SEC296333242634_C01,296333242634,1,0,610,"Sequence The primary structure of a protein can be encoded as a unique sentence of amino acids. Excluding those that are uncommon or nontraditional, amino acids are classified into 20 different groups, and each type of amino acid is commonly designated by a unique one‐letter code, such as R for arginine and K for lysine. There are also statistical methods that merge common combinations of amino acids into phrases of tokens, which could represent meaningful units of proteins, such as secondary structures, motifs, or domains. Such enhanced representation improves the expressivity of amino acid sequences."
SEC296333242634_C02,296333242634,2,323,1085,"There are also statistical methods that merge common combinations of amino acids into phrases of tokens, which could represent meaningful units of proteins, such as secondary structures, motifs, or domains. Such enhanced representation improves the expressivity of amino acid sequences. In this way, amino acids, motifs, and domains in proteins are comparable to words, phrases, and sentences in human languages, in which sequential representations are typically encoded using language models, such as 1D CNNs and attention mechanisms. The former constructs the receptive field to efficiently compute the local environment of long sequences, and the latter analyzes the comprehensive relationship of the whole sequence at the cost of higher computational costs."
SEC733374447436_C01,733374447436,1,0,728,"Structure The sequential representation of molecules provides a detailed breakdown of their components. Alternatively, topological representations by graphs depict the intramolecular spatial interactions. In essence, a graph is composed of a set of nodes that represent the characters in the 1D sequence (atoms or residues), with edges connecting nodes based on identified relationships. These relationships can be either explicitly defined by biological connections (e.g., chemical bonds) or implicitly defined by geometric connections (e.g., pairwise Euclidean distances in 3D space) 4, 28. While graphs are arguably the most common choice for protein structures, there are also other variants of 3D geometric representation."
SEC733374447436_C02,733374447436,2,593,1195,"While graphs are arguably the most common choice for protein structures, there are also other variants of 3D geometric representation. If the pairwise connections are neglected, the group of entities is called a point cloud; if the nodes are assumed to align to the grid, it can be viewed as a voxel 31; and if a molecule's shape is a major concern over its internal structure, a 3D mesh can be leveraged to describe the surface 32. The choice of representation depends on the specific properties of interest, and all of them require consideration of rotation and translation equivariance in 3D space."
SEC7034050514_C01,7034050514,1,0,784,"Molecular properties Depending on the input unit and the potential application of the model, there are additional physicochemical or geometric features related to the functionality of the protein. Explicitly defining these features with domain knowledge could assist the model in learning the patterns and restrictions of protein construction. For instance, different types of amino acids correspond to the hydrophobicity, hydrophilicity, polarizability, and net charge of molecules, which can be important constraints for protein folding and functioning. At the structure level, the shape or conformation can usually be reflected by the 3D coordinates. Additional structure‐level summations include contacts, spatial distance, torsion angles, side‐chain direction, and pseudo force."
SEC444144814578_C01,444144814578,1,0,691,"PROTEIN REPRESENTATION LEARNING A deep learning model learns vector representations for proteins in a hidden space, which is mapped by multi‐layer neural networks from the input data. The quality of these hidden representations determines the prediction performance for downstream tasks, such as function annotation. The choice of neural networks depends on the inductive bias of the prediction task, which is also reflected in the format of the input, as introduced in the previous section. For instance, amino acid sequences typically use Transformer‐based language models for encoding, while structure‐aware graph or voxel representations typically use neural message passing or 3D CNNs."
SEC776950646724_C01,776950646724,1,0,657,"Protein sequence encoding with language models Similar to natural language, protein sequences can be represented as tokens. This consistency makes it a natural choice to adopt language models to analyze the token‐wise dependencies in protein sequences. The advances in gene sequencing technology bring an increasing number of high‐quality protein sequences, thereby expanding the corpus of protein sequences and enhancing the representation capabilities of large protein language models. Protein language models fit complex, large‐scale models using massive amounts of data to analyze the pairwise relationships of tokens (e.g., amino acids) in a sequence."
SEC776950646724_C02,776950646724,2,488,1106,"Protein language models fit complex, large‐scale models using massive amounts of data to analyze the pairwise relationships of tokens (e.g., amino acids) in a sequence. Since they do not rely on prior knowledge, they have the potential to uncover more expressive representations beyond predefined topological relationships (for geometric deep learning models) or physicochemical descriptors (for classical machine learning models). However, this ability to extract comprehensive representations requires substantial resources, making it impractical in cases in which data are scarce or computational power is limited."
SEC381605289341_C01,381605289341,1,0,770,"Encoder‐only models The first mainstream category of pre‐training protein language models is encoder‐only language models (Figure 2A), which, in NLP tasks, are commonly used for text understanding and representation learning. An encoder model maps the input text sequence to a set of vectors. The projection rules are learned extensively from a large corpus through self‐supervised learning. The output of the last encoding layer provides the amino acid representation of the protein in a hidden space, which is expected to capture the implicit main characteristics of the protein and can be used for downstream tasks, such as mutation effect prediction and function prediction. The majority of encoder‐only protein models follow the Transformer‐based BERT framework 9."
SEC381605289341_C02,381605289341,2,392,1132,"The output of the last encoding layer provides the amino acid representation of the protein in a hidden space, which is expected to capture the implicit main characteristics of the protein and can be used for downstream tasks, such as mutation effect prediction and function prediction. The majority of encoder‐only protein models follow the Transformer‐based BERT framework 9. Two types of BERT‐style learning tasks in NLP are masked language modeling (MLM) and next sentence prediction. MLM is the preferred choice for existing protein language models because next sentence prediction is used to predict the relationship between two sequences of text, and annotating sufficient contextual relationships is nearly impossible for proteins."
SEC381605289341_C03,381605289341,3,881,1627,"MLM is the preferred choice for existing protein language models because next sentence prediction is used to predict the relationship between two sequences of text, and annotating sufficient contextual relationships is nearly impossible for proteins. During the training phase, MLM randomly masks a subset of tokens (usually 15% of all the amino acids), and the training objective is to minimize the difference between the prediction of the masked amino acid and the ground truth, i.e., [EQ:EQ7] Here, x / M denotes the protein sequence excluding the masked tokens, where the sequence x ∈ X is extracted from the population dataset X. The conditional probability p ( x i | x / M) of the i th token x i is based on the unmasked amino acids x / M."
SEC381605289341_C04,381605289341,4,1516,2274,The conditional probability p ( x i | x / M) of the i th token x i is based on the unmasked amino acids x / M. The training objective is to minimize the negative log‐likelihood of correctly identifying all the masked true amino acids based on the unmasked part. This requires the model to effectively learn the relationship between masked and unmasked tokens. MLM (and its variants) has become the predominant choice for protein language representation model work. An iconic example is the ESM series. ESM‐1b 18 analyzes the biochemical pattern and evolutionary homology of a particular protein and customizes hidden representation for it. ESM‐1v 19 applies the MLM training framework to zero‐shot mutation effect prediction with log‐odds scoring functions.
SEC381605289341_C05,381605289341,5,2156,2864,"ESM‐1v 19 applies the MLM training framework to zero‐shot mutation effect prediction with log‐odds scoring functions. Multiple sequence alignment (MSA)‐Transfomer 35 integrates evolutionary information from MSA sequences with column attention. ESM2 12 constructs MLM tasks on Uniref50 with Roformer rotational position encoding 36. The learned representations are now widely used for MSA‐free folding (ESMFold) and downstream task prediction. Similarly, ProtBert and AIProtBert from the ProtTrans 25 series employ modified BERT architectures with relative positional encoding. PETA 22 constructs Roformer‐based architecture and investigates the impact of different segmentation methods and vocabulary sizes."
SEC381605289341_C06,381605289341,6,2733,3485,"PETA 22 constructs Roformer‐based architecture and investigates the impact of different segmentation methods and vocabulary sizes. In addition to BERT and the BERT variants, other methods introduce additional neural network layers to enhance self‐attention propagation. For instance, ProteinBERT 24 replaces self‐attention operations with wide and narrow 1D CNN layers and enhances representation learning by combining language modeling and gene ontology (GO) annotation prediction tasks. CARP 37 trains a CNN‐based MLM, which achieves comparable performance to self‐attention with higher computational efficiency, accommodating longer protein sequences. Alternatively, embedding ability is enhanced with structural sequences or structure‐aware tasks."
SEC381605289341_C07,381605289341,7,3222,3803,"CARP 37 trains a CNN‐based MLM, which achieves comparable performance to self‐attention with higher computational efficiency, accommodating longer protein sequences. Alternatively, embedding ability is enhanced with structural sequences or structure‐aware tasks. SaProt 38 trains a structure‐aware version of ESM2 with the vector vocabulary of amino acid composition from Foldseek 39. ProSST 40 further employs disentangled attention to the amino acid sequence and vectorized local structure representation to improve prediction performance in zero‐shot mutation prediction tasks."
SEC652404705699_C01,652404705699,1,0,752,"Decoder‐only models Decoder‐only models in NLP are widely used for generative tasks, such as text generation, expert dialogue, and code generation. The objective is to generate reasonable text sequences autoregressively with optional prompts. In protein sequence generation, a model is trained to design novel sequences with particular functionalities. Currently, mainstream protein language models adopt GPT‐style 10 architecture with the Transformer decoder, which is trained to optimize the next‐token prediction, that is, [EQ:EQ8] where s i denotes the i th amino acid in the sequence, θ is learnable parameters, and p ( s i + 1 | s 1: i; θ) represents the probability of the next amino acid s i + 1 based on all the previous i amino acids s 1: i."
SEC652404705699_C02,652404705699,2,353,1059,"Currently, mainstream protein language models adopt GPT‐style 10 architecture with the Transformer decoder, which is trained to optimize the next‐token prediction, that is, [EQ:EQ8] where s i denotes the i th amino acid in the sequence, θ is learnable parameters, and p ( s i + 1 | s 1: i; θ) represents the probability of the next amino acid s i + 1 based on all the previous i amino acids s 1: i. ProtGPT2 41 is trained on the wild‐type protein sequence space to guide the model to autoregessively generate novel amino acid sequences that resemble natural proteins. ProGen 15 enhances the generation reliability through context learning and model fine‐tuning on sequences from close functional families."
SEC652404705699_C03,652404705699,3,921,1598,ProGen 15 enhances the generation reliability through context learning and model fine‐tuning on sequences from close functional families. RITA 42 proposes a series of autoregressive models of varying scales to investigate the relationship between model size and the quality of generated protein sequences. Tranception 23 and TranceptEVE 43 utilize the GPT2 architecture to learn k‐mer protein tokens and search MSA sequences to enhance the learning of specific protein functional features. PoET 44 clusters wild‐type protein sequences and designs autoregressive models based on protein family pairs to enhance the language model's generation capability for specific functions.
SEC652404705699_C04,652404705699,4,1411,2173,"PoET 44 clusters wild‐type protein sequences and designs autoregressive models based on protein family pairs to enhance the language model's generation capability for specific functions. Nevertheless, the validation for protein sequences is much more challenging than natural language due to the complexity and high cost of biological experiments. Alternatively, in‐silico evaluation from structural and functional perspectives is commonly adopted to assess the reliability of generated sequences. With fast and accurate predictions of foldable structures, such as AlphaFold2 or ESMFold, the generated results can be assessed qualitatively based on whether the 3D structure is globular 41 or quantitatively on the foldability based on predicted pLDDT scores 15."
SEC652404705699_C05,652404705699,5,1909,2303,"With fast and accurate predictions of foldable structures, such as AlphaFold2 or ESMFold, the generated results can be assessed qualitatively based on whether the 3D structure is globular 41 or quantitatively on the foldability based on predicted pLDDT scores 15. At the function level, downstream tasks such as fitness scoring and function annotation are commonly incorporated for evaluation."
SEC317979311436_C01,317979311436,1,0,731,"Encoder‐decoder models Transformer‐based encoder‐decoder models are designed for end‐to‐end machine translation tasks in NLP. The joint training model construction can be used for both representation learning and text generation. A handful of protein language models construct encoder‐decoder architectures or their variants, aiming to achieve better sequence representation or generation capabilities. The general encoder‐decoder architecture of a Transformer model, at the i th layer, is defined as [EQ:EQ9] [EQ:EQ10] In essence, the encoder maps an input sequence s 1: n into the hidden state H i, and the decoder predicts the next amino acid s j based on the sequence context s 1: j − 1 and the hidden state of the sequence H."
SEC317979311436_C02,317979311436,2,403,1200,"The general encoder‐decoder architecture of a Transformer model, at the i th layer, is defined as [EQ:EQ9] [EQ:EQ10] In essence, the encoder maps an input sequence s 1: n into the hidden state H i, and the decoder predicts the next amino acid s j based on the sequence context s 1: j − 1 and the hidden state of the sequence H. The training target is to learn θ encode and θ decode that lead to the most similarly decoded sequences with respect to the input sequences. xTrimoPGLM 45 utilizes perturbation pre‐training and multimodal learning from the GLM 46 to build a model framework with over 100 billion parameters for protein sequence design and downstream prediction tasks. Ankh 47 improves the performance of the MLM‐based pre‐training model with an asymmetric encoder–decoder architecture."
SEC317979311436_C03,317979311436,3,1082,1572,"Ankh 47 improves the performance of the MLM‐based pre‐training model with an asymmetric encoder–decoder architecture. ProstT5 21 extends ProtT5 25 to a structure‐aware protein language model with Foldseek embedding 39. Additionally, MSA is another type of commonly employed information when enhancing the model performance in protein engineering or protein design. For instance, MSA2Prot 48 constructs MSA‐to‐protein conditional generation by learning from MSA encoding and Pfam 49 labels."
SEC115250965147_C01,115250965147,1,0,656,"Protein structure encoding with geometric deep learning The topology of proteins is crucial for understanding their functionality. To characterize protein data, various inductive biases can be incorporated, such as 3D density mappings with CNNs and interactive propagation with GNNs. The basic structural representation units of proteins are presented in different ways to fit the nature of the network propagation rules. For instance, GNNs learn from graphs, with amino acids frequently being the minimum units connected based on their Euclidean distance. Alternatively, CNNs learn proteins represented as grids, voxels, point clouds, or mesh (Figure 3)."
SEC115250965147_C02,115250965147,2,422,1176,"For instance, GNNs learn from graphs, with amino acids frequently being the minimum units connected based on their Euclidean distance. Alternatively, CNNs learn proteins represented as grids, voxels, point clouds, or mesh (Figure 3). While both CNNs and GNNs are methods for handling structural data, CNNs are more commonly used for regularly arranged data, such as those fit in grids or meshes. However, the dense connections among entities make it difficult to capture long‐range spatial relationships, even though they can be essential for proteins. On the other hand, GNNs are a natural choice for loosely connected, non‐Euclidean relationships and can incorporate prior structural knowledge to reduce the dependencies for massive training datasets."
SEC115250965147_C03,115250965147,3,975,1413,"On the other hand, GNNs are a natural choice for loosely connected, non‐Euclidean relationships and can incorporate prior structural knowledge to reduce the dependencies for massive training datasets. However, GNNs have trouble communicating between unconnected nodes in a single layer, and the GNN community is smaller than the computer vision community, resulting in fewer mature and readily available models or tools compared to CNNs."
SEC491951205699_C01,491951205699,1,0,727,"Neural message passing Message passing 50 is a widely adopted concept in geometric deep learning, which formulates stepwise propagation and aggregation of information from a node to its nearest neighbors. For a graph, the hidden representation H i ( l + 1) for the i th node in the ( l + 1) th layer is updated by [EQ:EQ11] where the information from all one‐hop neighbors V j ∈ N ( i) in H ( l) is aggregated using a differentiable and permutation‐invariant function ⊕, such as summation, average, or maximization. The pairwise connections of nodes are defined by the input adjacency matrix A, where A ji refers to the connection from node j to node i. The functions γ, ϕ represent another two differentiable transformations."
SEC491951205699_C02,491951205699,2,516,1243,"The pairwise connections of nodes are defined by the input adjacency matrix A, where A ji refers to the connection from node j to node i. The functions γ, ϕ represent another two differentiable transformations. The spatial position of amino acids can be represented by the dihedral angles on the main chain, that is, the directional relationship of the heavy atoms N, C, and O. GNNs have become the predominant choice for structure‐informative tasks, such as protein inverse‐folding and protein‐ligand interaction. Among these models, graph convolution networks 51 and graph attention networks 52 are widely adopted. Additionally, many models make modifications to the message‐passing propagation rules for better performance."
SEC491951205699_C03,491951205699,3,1133,1817,"Additionally, many models make modifications to the message‐passing propagation rules for better performance. For instance, ProteinMPNN 53 employs an encoder‐decoder GNN architecture to update the node and edge representations of the protein graph. GraphTrans 54 designs multi‐head self‐attention for k‐nearest neighbor (kNN) graphs for autoregressive amino acid sequence generation. AlphaDesign 55 further extends GraphTrans with a simplified graph attention encoder and a non‐autoregressive decoder consisting of two 1D CNNs. In addition to propagating among spatially adjacent nodes, GCA 56 incorporates self‐attention layers on all nodes to aggregate global patterns of proteins."
SEC491951205699_C04,491951205699,4,1661,2456,"In addition to propagating among spatially adjacent nodes, GCA 56 incorporates self‐attention layers on all nodes to aggregate global patterns of proteins. GearNet 57 combines spatial and sequential information and designs message‐passing propagation rules for different types of edges in a relational graph. As a protein's atomic dynamics remains unchanged regardless of its translation or rotation within a system 58, several propagation rules incorporate the inductive bias of symmetry into structure‐based models, requiring the learned 3D protein transformations to belong to the Special Euclidean group SE 59, which is the set of rotation and translation equivariant transformations in 3D space, that is, ( ℛ, t) X = ℛ X + t with some rotation matrix ℛ ∈ SO and translation vector t ∈ R 3."
SEC491951205699_C05,491951205699,5,1970,2746,"As a protein's atomic dynamics remains unchanged regardless of its translation or rotation within a system 58, several propagation rules incorporate the inductive bias of symmetry into structure‐based models, requiring the learned 3D protein transformations to belong to the Special Euclidean group SE 59, which is the set of rotation and translation equivariant transformations in 3D space, that is, ( ℛ, t) X = ℛ X + t with some rotation matrix ℛ ∈ SO and translation vector t ∈ R 3. These algorithms avoid expensive data augmentation and typically need the propagation to consider positional encoding of 3D coordinates X ′ ∈ ℝ n × 3 60. There are various approaches to implementing equivariant geometric GNNs. Particularly, EGNN has seen applications in generative models."
SEC491951205699_C06,491951205699,6,2610,3208,"There are various approaches to implementing equivariant geometric GNNs. Particularly, EGNN has seen applications in generative models. CPDiffusion 5, employs EGNN to integrate the backbone and secondary structure conditions during sequence generation. RFDiffusion 66 constructs SE‐Transformer with tensor field networks 67 for structure denoising. Another alternative architecture is GVP, which incorporates both scalar and vector features at propagation and has shown advantages for structure prediction 68, substructure alignment 28, inverse folding, and downstream properties prediction tasks."
SEC879436247669_C01,879436247669,1,0,659,"CNNs CNNs were initially developed for image processing, and they are known for adequately capturing the information flow along a local grid. This property makes CNNs a suitable choice for certain structure‐sensitive tasks, such as binding prediction. Among various models for handling pixelated proteins, the most common choice is 3D CNN due to its translation invariance. The convolutional operation of a 3D CNN layer on voxels is [EQ:EQ12] Here, O ( i, j, k) represents the element at position ( i, j, k) in the output feature map, M is the input feature map, K is the 3D convolution kernel, and M, N, and P are the depth, height, and width of the kernel."
SEC879436247669_C02,879436247669,2,374,1091,"The convolutional operation of a 3D CNN layer on voxels is [EQ:EQ12] Here, O ( i, j, k) represents the element at position ( i, j, k) in the output feature map, M is the input feature map, K is the 3D convolution kernel, and M, N, and P are the depth, height, and width of the kernel. Through multi‐layer convolutions on voxels of 3D protein images, distance maps, or surfaces 77, local patterns at different scales are detected, such as atom‐level, sequence‐level, and secondary‐structure‐level constructions. For instance, ProDCoNN 72 trains nine‐layer 3D CNNs for inverse‐folding and mutation prediction. Alternatively, DenseCPD 73 conducts similar tasks with DenseNet to achieve a more expressive representation."
SEC879436247669_C03,879436247669,3,982,1587,"Alternatively, DenseCPD 73 conducts similar tasks with DenseNet to achieve a more expressive representation. In addition to sequence generation, other studies leverage 3D CNNs to extract the local chemical or physical properties and predict the rotamer angles of a backbone or categorize their roles in a metabolic pathway 79. The convolutional layers have also been used to extract protein surface structures. MaSIF 80 describes the surface of protein by mesh and extracts descriptors from geometric and chemical node features within multiple overlapping patches of the same radius for downstream tasks."
SEC879436247669_C04,879436247669,4,1393,1784,"MaSIF 80 describes the surface of protein by mesh and extracts descriptors from geometric and chemical node features within multiple overlapping patches of the same radius for downstream tasks. To improve computational efficiency, dMaSIF 81 further represents the protein molecular surface as oriented point clouds and uses quasi‐geodesic convolutions to extract molecular surface features."
SEC469279773748_C01,469279773748,1,0,736,"Protein multimodal and multiscale joint encoding There is potential for integrating protein descriptions into various modalities and scales to uncover the mechanisms behind protein functionalities. A handful of previous studies feature different morphologies of proteins, of which sequence and structure representations are arguably the two most popular options. Large, pre‐trained language models such as ProtBERT 25 and ESM‐2 83 are used for sequential representations, while GNNs and CNNs can encode local environment information for structure representations. ProREM 84 leverages protein language models to encode sequences, local structures, and evolutionary information to greatly improve the performance of mutation predictions."
SEC469279773748_C02,469279773748,2,564,1250,"ProREM 84 leverages protein language models to encode sequences, local structures, and evolutionary information to greatly improve the performance of mutation predictions. ProLLaMA 85 modifies LORA 86 to adapt its training framework for tasks such as protein property prediction and protein design. In downstream tasks, various algorithms such as multilayer perceptrons (MLPs), autoencoders, or other specially designed methods, integrate separate embeddings from different modalities into a single‐vector representation. MSA can also enhance sequential inputs to identify conserved and variable regions of proteins from homologous sequences. Other research seeks versatile modalities."
SEC469279773748_C03,469279773748,3,1086,1731,"MSA can also enhance sequential inputs to identify conserved and variable regions of proteins from homologous sequences. Other research seeks versatile modalities. HOLOPROT 32 represents a protein's surface and structure; the former generates the spherical relationship of residue nodes through a triangulation algorithm, and the latter captures four levels of a protein structure by a residue graph with multi‐scale message passing networks. {Transformer‐M} 92 establishes atomic‐level descriptions for a protein by incorporating 1D (e.g., physiochemical properties), 2D (e.g., sequential distance), and 3D (e.g., Euclidean distance) channels."
SEC469279773748_C04,469279773748,4,1626,2381,", physiochemical properties), 2D (e.g., sequential distance), and 3D (e.g., Euclidean distance) channels. In addition to different modalities, describing proteins from different scales and obtaining more detailed representations while minimizing costs can be highly advantageous. Several methods have been proposed to extract feature representations for proteins and ligands at different levels. For example, DeepFusion 93 generates feature representations for drugs and proteins using precomputed global structural similarity matrices and local chemical substructure semantic features. To encode structure representations at multiple scales, a coarse‐grained GNN handles node features and edge connections at coarser levels with gated recurrent units 94."
SEC469279773748_C05,469279773748,5,2212,2849,"To encode structure representations at multiple scales, a coarse‐grained GNN handles node features and edge connections at coarser levels with gated recurrent units 94. AGL‐Score 95 and MWCG 96 construct multiscale weighted colored subgraphs with atomic types and extended connectivity interactive features to capture intramolecular interactions between proteins and ligands. MSSA‐Mixup 97 captures internal dependencies between different scales of graph signals by graph wavelet theory using self‐attention and 98 develops the persistent path‐spectral model that characterizes the data at multiple scales during the filtration process."
SEC188860213601_C01,188860213601,1,0,761,"BENCHMARKS ON THE DOWNSTREAM TASKS Evaluating inference performance is a crucial step in ensuring that a deep learning model has been adequately trained. Given the high cost of wet lab experiments, experimentally validating every developed model is impractical. Instead, an alternative approach is to initially validate the expressivity of the hidden representations extracted by the models on downstream tasks with open benchmark datasets (Table 1). For pre‐trained deep learning methods, a common practice to ensure that the model outputs the desired labels is to fine‐tune the model architecture or parameters based on the initial construction to adapt to specific downstream tasks and datasets. This is particularly important when the output labels change."
SEC188860213601_C02,188860213601,2,451,1108,"For pre‐trained deep learning methods, a common practice to ensure that the model outputs the desired labels is to fine‐tune the model architecture or parameters based on the initial construction to adapt to specific downstream tasks and datasets. This is particularly important when the output labels change. For instance, in self‐supervised learning, the outputs are generally residue‐level probabilities of AA types, whereas the downstream task may require a regression score for the entire protein to represent the property of interest. In such cases, additional propagators are often attached, such as geometric encoders or cross‐modality aggregators."
SEC182960540413_C01,182960540413,1,0,720,"General benchmark A handful of integrated benchmark datasets have been proposed for computational protein engineering. They usually encompass diverse prediction tasks and can be implemented for testing both pre‐trained and fine‐tuned models. For instance, TAPE 146 consists of three structure prediction and two fitness prediction datasets. PEER 99 comprises 17 protein‐related tasks, such as protein function prediction, localization prediction, and solubility prediction. ProteinGLUE 100 includes seven domain‐level downstream tasks for assessing self‐supervised protein representation learning. PETA 22 contains 15 downstream tasks and 33 datasets associated with protein‐protein interaction and mutation prediction."
SEC182960540413_C02,182960540413,2,598,965,"PETA 22 contains 15 downstream tasks and 33 datasets associated with protein‐protein interaction and mutation prediction. BioMap Leaderboard 45 introduces a comprehensive leaderboard of life science covering antibodies, enzymes, and other general proteins. It is specifically designed for assessing the fine‐tuning performance of pre‐trained protein language models."
SEC965545644476_C01,965545644476,1,0,649,"Mutation effect prediction Developing deep learning models to provide reliable prediction of mutation effects is essential for protein engineering as it guides modifying proteins toward enhanced functionalities, such as activity, stability, and yield. The emergence of deep mutational scanning and other high‐throughput techniques has greatly accelerated the enrichment of protein mutation databases. The related benchmarks can generally be divided into two main categories: zero‐shot prediction and supervised prediction. They utilize different evaluation metrics, focus on different assays, and are primarily applied to different types of models."
SEC965545644476_C02,965545644476,2,523,1233,"They utilize different evaluation metrics, focus on different assays, and are primarily applied to different types of models. To date, more than two million assessed mutants from over 200 deep mutational scanning assays have been recorded and standardized for evaluation, spanning different taxa and functions. In particular, ProteinGym v1 101 is the most comprehensive benchmark dataset that includes both single‐site and multiple‐site mutations of substitutions and indels. There are also specialized benchmarks for single amino acid variation for solubility, thermostability, and other properties 34. FLIP 104 evaluates supervised prediction performance on single‐site and double‐site classification tasks."
SEC965545644476_C03,965545644476,3,1127,1345,FLIP 104 evaluates supervised prediction performance on single‐site and double‐site classification tasks. FS‐mutant 105 further categorizes epistatic and non‐epistatic sample datasets for few‐shot learning evaluation.
SEC262424736783_C01,262424736783,1,0,697,"Structural homology detection Analyzing the energy and physicochemical properties of protein crystal structures provides a better understanding of protein mechanisms. Meanwhile, analyzing structural homology establishes more robust search methods to locate proteins from the same functional family with lower sequence identity, which is desired for applications such as protein design, evolutionary analysis, and enzyme function discovery. Existing benchmarks are usually protein structures with hand‐crafted or computational labels associated with structural or functional families. PDB 147 is the largest global protein structure database that collects experimentally solved protein structures."
SEC262424736783_C02,262424736783,2,584,1316,"PDB 147 is the largest global protein structure database that collects experimentally solved protein structures. Pfam 49 provides a comprehensive collection of protein families and domains with hidden‐Markov‐model‐based MSA, and it now has been moved to InterPro 113. Malidup 111 contains 241 manually aligned homologous structural domains, which have different functions and highly divergent sequences. Malisam 112 is a structural analog dataset consisting of 130 pairs of structurally similar motifs that are difficult to align using sequence‐based methods like BLAST and HMMER. CATH 109 contains over labeled protein domains from PDB, which has four categories based on class, architecture, topology, and homologous superfamily."
SEC262424736783_C03,262424736783,3,1165,1812,"CATH 109 contains over labeled protein domains from PDB, which has four categories based on class, architecture, topology, and homologous superfamily. SWISS‐MODEL 3 pairs the predicted structure of protein sequences with the experimented protein structures of their homologies through sequence alignment. SCOPe 148 analyzes the relationships and evolutionary paths of proteins through multi‐level protein structures and functions (such as families, superfamilies, and domains). ModBase 114 provides predicted protein structures from sequence alignments, which are used to identify functional domains and predict the functions of unknown proteins."
SEC134123543424_C01,134123543424,1,0,482,"Function prediction In addition to modifying proteins for specific functions or properties by substituting or inserting/deleting amino acid sequences, it is also possible to predict the corresponding properties or functions of an input protein sequence (and/or structure). This allows for computational screening or evaluation of newly designed or modified proteins, helping to preliminarily eliminate potentially problematic products and thus reduce the experimental failure rate."
SEC767589957448_C01,767589957448,1,0,667,"Solubility prediction Understanding solubility is essential for successful protein engineering as proteins are required to be expressible and soluble before functioning, and higher solubility potentially enhances industrial production yields. Deep learning models benefit from rich multi‐modal solubility datasets with computational and experimental sources. The cDNA 149 sequence data collects solubility experimental data based on cDNA sequences, allowing the study of direct mappings from DNA sequences to protein solubility. TargetTrack 115 thoroughly records each experiment's results and historical statuses, such as selected, soluble, crystalized, and in PDB."
SEC767589957448_C02,767589957448,2,529,1170,"TargetTrack 115 thoroughly records each experiment's results and historical statuses, such as selected, soluble, crystalized, and in PDB. PROSO II 116 integrates data from other databases such as PDB and TargetTrack, offering a comprehensive dataset with over plausibly soluble and nonsoluble entries. DeepSol 117 and DeepSoluE 118 further guarantee heterogeneity and reduce class imbalance based on PROSO II with redundancy removal and filtration. eSOL 121 collects thousands of solubility records from Escherichia coli proteins synthesized via the PURE system. Other work builds web servers for solubility prediction and dataset download."
SEC400901718035_C01,400901718035,1,0,644,"Localization prediction Predicting the subcellular localization of proteins is a crucial aspect of cell biology and functional genomics. It is essential for understanding protein function, analyzing cellular signaling pathways, and gene expression regulation. LOCATE 124 offers extensive data on the localization of protein isoforms in mouse and human tissues, including subcellular localization predictions, experimental image data with automated classification tags, and predictions of protein sorting signals. PSORT 77 compiles a wealth of predictive and experimental labels for protein sequences, focused on their subcellular localization."
SEC400901718035_C02,400901718035,2,513,1173,"PSORT 77 compiles a wealth of predictive and experimental labels for protein sequences, focused on their subcellular localization. The DeepLoc series differentiates membrane proteins, including various datasets for binary classification, single‐label ten‐class classification, and multilabel multiclass classification. There are also databases tailored to the subcellular localization of specific species, such as fungi 126 and plants 128, and databases for animals and humans. These datasets and tools provide comprehensive information on protein localization, supporting research in protein function, cell biology, and the elucidation of disease mechanisms."
